timestamp,device_id,power_consumption,device_status
2024-01-01 13:45:00,device_62,117.59,1
2024-01-01 14:00:00,device_97,0.0,0
2024-01-01 14:15:00,device_54,1640.78,1
2024-01-01 14:30:00,device_78,0.0,0
2024-01-01 14:45:00,device_63,121.79,1
2024-01-01 15:00:00,device_4,133.44,1
2024-01-01 15:15:00,device_52,0.0,0
2024-01-01 15:30:00,device_60,149.04,1
2024-01-01 15:45:00,device_69,0.0,0
2024-01-01 16:00:00,device_51,0.0,0
2024-01-01 16:15:00,device_85,0.0,0
2024-01-01 16:30:00,device_83,0.0,0
2024-01-01 16:45:00,device_60,113.01,1
2024-01-01 17:00:00,device_42,0.0,0
2024-01-01 17:15:00,device_42,0.0,0
2024-01-01 17:30:00,device_49,0.0,0
2024-01-01 17:45:00,device_54,1249.14,1
2024-01-01 18:00:00,device_3,33.13,1
2024-01-01 18:15:00,device_45,34.12,1
2024-01-01 18:30:00,device_84,0.0,0
2024-01-01 18:45:00,device_4,109.97,1
2024-01-01 19:00:00,device_3,44.31,1
2024-01-01 19:15:00,device_61,0.0,0
2024-01-01 19:30:00,device_73,123.25,1
2024-01-01 19:45:00,device_33,0.0,0
2024-01-01 20:00:00,device_22,0.0,0
2024-01-01 20:15:00,device_96,0.0,0
2024-01-01 20:30:00,device_100,0.0,0
2024-01-01 20:45:00,device_40,0.0,0
2024-01-01 21:00:00,device_4,128.79,1
2024-01-01 21:15:00,device_49,130.05,1
2024-01-01 21:30:00,device_10,0.0,0
2024-01-01 21:45:00,device_81,0.0,0
2024-01-01 22:00:00,device_90,81.02,1
2024-01-01 22:15:00,device_77,0.0,0
2024-01-01 22:30:00,device_73,117.36,1
2024-01-01 22:45:00,device_55,0.0,0
2024-01-01 23:00:00,device_9,0.0,0
2024-01-01 23:15:00,device_44,0.0,0
2024-01-01 23:30:00,device_54,0.0,0
2024-01-01 23:45:00,device_14,0.0,0
2024-01-02 00:00:00,device_47,0.0,0
2024-01-02 00:15:00,device_59,121.77,1
2024-01-02 00:30:00,device_94,0.0,0
2024-01-02 00:45:00,device_84,0.0,0
2024-01-02 01:00:00,device_69,0.0,0
2024-01-02 01:15:00,device_60,136.55,1
2024-01-02 01:30:00,device_35,0.0,0
2024-01-02 01:45:00,device_32,0.0,0
2024-01-02 02:00:00,device_12,0.0,0
2024-01-02 02:15:00,device_58,0.0,0
2024-01-02 02:30:00,device_60,133.41,1
2024-01-02 02:45:00,device_44,0.0,0
2024-01-02 03:00:00,device_42,0.0,0
2024-01-02 03:15:00,device_28,0.0,0
2024-01-02 03:30:00,device_34,0.0,0
2024-01-02 03:45:00,device_77,0.0,0
2024-01-02 04:00:00,device_36,0.0,0
2024-01-02 04:15:00,device_67,0.0,0
2024-01-02 04:30:00,device_11,120.32,1
2024-01-02 04:45:00,device_72,0.0,0
2024-01-02 05:00:00,device_89,0.0,0
2024-01-02 05:15:00,device_92,139.65,1
2024-01-02 05:30:00,device_12,0.0,0
2024-01-02 05:45:00,device_52,0.0,0
2024-01-02 06:00:00,device_40,0.0,0
2024-01-02 06:15:00,device_48,0.0,0
2024-01-02 06:30:00,device_68,0.0,0
2024-01-02 06:45:00,device_96,0.0,0
2024-01-02 07:00:00,device_46,0.0,0
2024-01-02 07:15:00,device_35,0.0,0
2024-01-02 07:30:00,device_30,0.0,0
2024-01-02 07:45:00,device_25,0.0,0
2024-01-02 08:00:00,device_96,0.0,0
2024-01-02 08:15:00,device_98,0.0,0
2024-01-02 08:30:00,device_25,0.0,0
2024-01-02 08:45:00,device_62,129.48,1
2024-01-02 09:00:00,device_98,0.0,0
2024-01-02 09:15:00,device_37,0.0,0
2024-01-02 09:30:00,device_25,0.0,0
2024-01-02 09:45:00,device_47,0.0,0
2024-01-02 10:00:00,device_2,106.33,1
2024-01-02 10:15:00,device_6,0.0,0
2024-01-02 10:30:00,device_71,0.0,0
2024-01-02 10:45:00,device_17,0.0,0
2024-01-02 11:00:00,device_97,0.0,0
2024-01-02 11:15:00,device_2,123.47,1
2024-01-02 11:30:00,device_57,0.0,0
2024-01-02 11:45:00,device_7,0.0,0
2024-01-02 12:00:00,device_62,103.27,1
2024-01-02 12:15:00,device_63,131.47,1
2024-01-02 12:30:00,device_7,0.0,0
2024-01-02 12:45:00,device_73,104.26,1
2024-01-02 13:00:00,device_32,0.0,0
2024-01-02 13:15:00,device_98,0.0,0
2024-01-02 13:30:00,device_77,0.0,0
2024-01-02 13:45:00,device_29,0.0,0
2024-01-02 14:00:00,device_49,0.0,0
2024-01-02 14:15:00,device_57,0.0,0
2024-01-02 14:30:00,device_76,0.0,0
2024-01-02 14:45:00,device_40,0.0,0
2024-01-02 15:00:00,device_8,0.0,0
2024-01-02 15:15:00,device_95,0.0,0
2024-01-02 15:30:00,device_98,0.0,0
2024-01-02 15:45:00,device_28,0.0,0
2024-01-02 16:00:00,device_11,108.69,1
2024-01-02 16:15:00,device_10,0.0,0
2024-01-02 16:30:00,device_53,129.69,1
2024-01-02 16:45:00,device_38,114.41,1
2024-01-02 17:00:00,device_37,0.0,0
2024-01-02 17:15:00,device_59,111.67,1
2024-01-02 17:30:00,device_34,0.0,0
2024-01-02 17:45:00,device_81,0.0,0
2024-01-02 18:00:00,device_26,1526.74,1
2024-01-02 18:15:00,device_83,0.0,0
2024-01-02 18:30:00,device_35,0.0,0
2024-01-02 18:45:00,device_10,0.0,0
2024-01-02 19:00:00,device_40,0.0,0
2024-01-02 19:15:00,device_73,121.96,1
2024-01-02 19:30:00,device_60,134.99,1
2024-01-02 19:45:00,device_35,0.0,0
2024-01-02 20:00:00,device_64,129.9,1
2024-01-02 20:15:00,device_56,0.0,0
2024-01-02 20:30:00,device_78,0.0,0
2024-01-02 20:45:00,device_12,70.46,1
2024-01-02 21:00:00,device_74,0.0,0
2024-01-02 21:15:00,device_3,70.34,1
2024-01-02 21:30:00,device_35,0.0,0
2024-01-02 21:45:00,device_98,112.94,1
2024-01-02 22:00:00,device_84,0.0,0
2024-01-02 22:15:00,device_36,65.12,1
2024-01-02 22:30:00,device_82,0.0,0
2024-01-02 22:45:00,device_12,54.5,1
2024-01-02 23:00:00,device_42,0.0,0
2024-01-02 23:15:00,device_21,0.0,0
2024-01-02 23:30:00,device_89,0.0,0
2024-01-02 23:45:00,device_85,0.0,0
2024-01-03 00:00:00,device_98,0.0,0
2024-01-03 00:15:00,device_59,112.62,1
2024-01-03 00:30:00,device_15,0.0,0
2024-01-03 00:45:00,device_52,0.0,0
2024-01-03 01:00:00,device_1,0.0,0
2024-01-03 01:15:00,device_70,0.0,0
2024-01-03 01:30:00,device_7,0.0,0
2024-01-03 01:45:00,device_47,0.0,0
2024-01-03 02:00:00,device_64,138.0,1
2024-01-03 02:15:00,device_27,106.55,1
2024-01-03 02:30:00,device_37,0.0,0
2024-01-03 02:45:00,device_90,0.0,0
2024-01-03 03:00:00,device_4,130.44,1
2024-01-03 03:15:00,device_31,115.54,1
2024-01-03 03:30:00,device_2,104.66,1
2024-01-03 03:45:00,device_15,0.0,0
2024-01-03 04:00:00,device_16,0.0,0
2024-01-03 04:15:00,device_20,0.0,0
2024-01-03 04:30:00,device_92,135.27,1
2024-01-03 04:45:00,device_54,0.0,0
2024-01-03 05:00:00,device_61,0.0,0
2024-01-03 05:15:00,device_71,0.0,0
2024-01-03 05:30:00,device_25,0.0,0
2024-01-03 05:45:00,device_66,0.0,0
2024-01-03 06:00:00,device_18,0.0,0
2024-01-03 06:15:00,device_36,0.0,0
2024-01-03 06:30:00,device_54,0.0,0
2024-01-03 06:45:00,device_65,100.13,1
2024-01-03 07:00:00,device_93,0.0,0
2024-01-03 07:15:00,device_76,0.0,0
2024-01-03 07:30:00,device_85,0.0,0
2024-01-03 07:45:00,device_20,0.0,0
2024-01-03 08:00:00,device_62,127.6,1
2024-01-03 08:15:00,device_70,0.0,0
2024-01-03 08:30:00,device_42,0.0,0
2024-01-03 08:45:00,device_90,0.0,0
2024-01-03 09:00:00,device_50,0.0,0
2024-01-03 09:15:00,device_100,0.0,0
2024-01-03 09:30:00,device_41,0.0,0
2024-01-03 09:45:00,device_91,0.0,0
2024-01-03 10:00:00,device_49,0.0,0
2024-01-03 10:15:00,device_85,0.0,0
2024-01-03 10:30:00,device_84,0.0,0
2024-01-03 10:45:00,device_64,106.31,1
2024-01-03 11:00:00,device_76,0.0,0
2024-01-03 11:15:00,device_13,0.0,0
2024-01-03 11:30:00,device_57,0.0,0
2024-01-03 11:45:00,device_59,107.21,1
2024-01-03 12:00:00,device_84,0.0,0
2024-01-03 12:15:00,device_10,0.0,0
2024-01-03 12:30:00,device_34,0.0,0
2024-01-03 12:45:00,device_89,0.0,0
2024-01-03 13:00:00,device_11,142.62,1
2024-01-03 13:15:00,device_69,0.0,0
2024-01-03 13:30:00,device_41,0.0,0
2024-01-03 13:45:00,device_98,0.0,0
2024-01-03 14:00:00,device_70,0.0,0
2024-01-03 14:15:00,device_9,0.0,0
2024-01-03 14:30:00,device_88,0.0,0
2024-01-03 14:45:00,device_30,0.0,0
2024-01-03 15:00:00,device_56,0.0,0
2024-01-03 15:15:00,device_98,0.0,0
2024-01-03 15:30:00,device_13,1616.4,1
2024-01-03 15:45:00,device_4,139.81,1
2024-01-03 16:00:00,device_38,121.53,1
2024-01-03 16:15:00,device_32,0.0,0
2024-01-03 16:30:00,device_73,109.0,1
2024-01-03 16:45:00,device_23,0.0,0
2024-01-03 17:00:00,device_49,0.0,0
2024-01-03 17:15:00,device_31,129.16,1
2024-01-03 17:30:00,device_30,0.0,0
2024-01-03 17:45:00,device_33,0.0,0
2024-01-03 18:00:00,device_86,1682.78,1
2024-01-03 18:15:00,device_37,0.0,0
2024-01-03 18:30:00,device_21,0.0,0
2024-01-03 18:45:00,device_45,47.95,1
2024-01-03 19:00:00,device_55,0.0,0
2024-01-03 19:15:00,device_59,109.96,1
2024-01-03 19:30:00,device_50,36.4,1
2024-01-03 19:45:00,device_49,120.24,1
2024-01-03 20:00:00,device_90,88.68,1
2024-01-03 20:15:00,device_85,80.57,1
2024-01-03 20:30:00,device_88,0.0,0
2024-01-03 20:45:00,device_7,74.71,1
2024-01-03 21:00:00,device_37,0.0,0
2024-01-03 21:15:00,device_30,51.14,1
2024-01-03 21:30:00,device_82,1350.38,1
2024-01-03 21:45:00,device_97,0.0,0
2024-01-03 22:00:00,device_85,89.57,1
2024-01-03 22:15:00,device_13,0.0,0
2024-01-03 22:30:00,device_83,0.0,0
2024-01-03 22:45:00,device_57,105.54,1
2024-01-03 23:00:00,device_17,0.0,0
2024-01-03 23:15:00,device_38,120.78,1
2024-01-03 23:30:00,device_26,0.0,0
2024-01-03 23:45:00,device_70,0.0,0
2024-01-04 00:00:00,device_47,0.0,0
2024-01-04 00:15:00,device_35,0.0,0
2024-01-04 00:30:00,device_33,0.0,0
2024-01-04 00:45:00,device_62,114.76,1
2024-01-04 01:00:00,device_44,0.0,0
2024-01-04 01:15:00,device_60,107.04,1
2024-01-04 01:30:00,device_29,0.0,0
2024-01-04 01:45:00,device_93,0.0,0
2024-01-04 02:00:00,device_51,0.0,0
2024-01-04 02:15:00,device_72,0.0,0
2024-01-04 02:30:00,device_51,0.0,0
2024-01-04 02:45:00,device_69,0.0,0
2024-01-04 03:00:00,device_48,0.0,0
2024-01-04 03:15:00,device_87,0.0,0
2024-01-04 03:30:00,device_49,0.0,0
2024-01-04 03:45:00,device_48,0.0,0
2024-01-04 04:00:00,device_30,0.0,0
2024-01-04 04:15:00,device_80,0.0,0
2024-01-04 04:30:00,device_72,0.0,0
2024-01-04 04:45:00,device_79,0.0,0
2024-01-04 05:00:00,device_9,0.0,0
2024-01-04 05:15:00,device_60,115.11,1
2024-01-04 05:30:00,device_53,102.27,1
2024-01-04 05:45:00,device_5,0.0,0
2024-01-04 06:00:00,device_64,111.74,1
2024-01-04 06:15:00,device_69,0.0,0
2024-01-04 06:30:00,device_59,147.47,1
2024-01-04 06:45:00,device_90,0.0,0
2024-01-04 07:00:00,device_54,0.0,0
2024-01-04 07:15:00,device_94,0.0,0
2024-01-04 07:30:00,device_54,0.0,0
2024-01-04 07:45:00,device_63,146.95,1
2024-01-04 08:00:00,device_36,0.0,0
2024-01-04 08:15:00,device_48,1466.82,1
2024-01-04 08:30:00,device_31,104.97,1
2024-01-04 08:45:00,device_88,0.0,0
2024-01-04 09:00:00,device_83,0.0,0
2024-01-04 09:15:00,device_51,0.0,0
2024-01-04 09:30:00,device_16,0.0,0
2024-01-04 09:45:00,device_59,110.61,1
2024-01-04 10:00:00,device_82,1212.81,1
2024-01-04 10:15:00,device_43,0.0,0
2024-01-04 10:30:00,device_17,0.0,0
2024-01-04 10:45:00,device_27,138.26,1
2024-01-04 11:00:00,device_27,140.65,1
2024-01-04 11:15:00,device_30,0.0,0
2024-01-04 11:30:00,device_19,0.0,0
2024-01-04 11:45:00,device_77,0.0,0
2024-01-04 12:00:00,device_19,0.0,0
2024-01-04 12:15:00,device_70,0.0,0
2024-01-04 12:30:00,device_23,0.0,0
2024-01-04 12:45:00,device_4,117.91,1
2024-01-04 13:00:00,device_31,100.79,1
2024-01-04 13:15:00,device_34,0.0,0
2024-01-04 13:30:00,device_95,0.0,0
2024-01-04 13:45:00,device_15,0.0,0
2024-01-04 14:00:00,device_61,0.0,0
2024-01-04 14:15:00,device_47,0.0,0
2024-01-04 14:30:00,device_14,0.0,0
2024-01-04 14:45:00,device_29,0.0,0
2024-01-04 15:00:00,device_6,0.0,0
2024-01-04 15:15:00,device_85,0.0,0
2024-01-04 15:30:00,device_59,101.56,1
2024-01-04 15:45:00,device_62,121.31,1
2024-01-04 16:00:00,device_14,0.0,0
2024-01-04 16:15:00,device_57,0.0,0
2024-01-04 16:30:00,device_11,107.42,1
2024-01-04 16:45:00,device_17,0.0,0
2024-01-04 17:00:00,device_82,1627.29,1
2024-01-04 17:15:00,device_49,0.0,0
2024-01-04 17:30:00,device_68,0.0,0
2024-01-04 17:45:00,device_65,104.96,1
2024-01-04 18:00:00,device_90,69.28,1
2024-01-04 18:15:00,device_99,140.58,1
2024-01-04 18:30:00,device_56,0.0,0
2024-01-04 18:45:00,device_30,79.65,1
2024-01-04 19:00:00,device_52,1257.05,1
2024-01-04 19:15:00,device_55,0.0,0
2024-01-04 19:30:00,device_33,0.0,0
2024-01-04 19:45:00,device_20,113.2,1
2024-01-04 20:00:00,device_12,35.59,1
2024-01-04 20:15:00,device_13,0.0,0
2024-01-04 20:30:00,device_48,0.0,0
2024-01-04 20:45:00,device_72,0.0,0
2024-01-04 21:00:00,device_72,0.0,0
2024-01-04 21:15:00,device_86,1412.16,1
2024-01-04 21:30:00,device_86,0.0,0
2024-01-04 21:45:00,device_55,0.0,0
2024-01-04 22:00:00,device_93,0.0,0
2024-01-04 22:15:00,device_37,0.0,0
2024-01-04 22:30:00,device_46,1504.45,1
2024-01-04 22:45:00,device_20,95.7,1
2024-01-04 23:00:00,device_14,0.0,0
2024-01-04 23:15:00,device_72,0.0,0
2024-01-04 23:30:00,device_98,0.0,0
2024-01-04 23:45:00,device_29,0.0,0
2024-01-05 00:00:00,device_72,0.0,0
2024-01-05 00:15:00,device_80,0.0,0
2024-01-05 00:30:00,device_83,0.0,0
2024-01-05 00:45:00,device_78,0.0,0
2024-01-05 01:00:00,device_89,0.0,0
2024-01-05 01:15:00,device_24,0.0,0
2024-01-05 01:30:00,device_98,0.0,0
2024-01-05 01:45:00,device_44,0.0,0
2024-01-05 02:00:00,device_24,0.0,0
2024-01-05 02:15:00,device_73,103.48,1
2024-01-05 02:30:00,device_95,0.0,0
2024-01-05 02:45:00,device_4,126.52,1
2024-01-05 03:00:00,device_49,0.0,0
2024-01-05 03:15:00,device_44,0.0,0
2024-01-05 03:30:00,device_40,0.0,0
2024-01-05 03:45:00,device_100,0.0,0
2024-01-05 04:00:00,device_77,0.0,0
2024-01-05 04:15:00,device_7,0.0,0
2024-01-05 04:30:00,device_97,0.0,0
2024-01-05 04:45:00,device_87,0.0,0
2024-01-05 05:00:00,device_57,0.0,0
2024-01-05 05:15:00,device_63,120.71,1
2024-01-05 05:30:00,device_28,0.0,0
2024-01-05 05:45:00,device_15,0.0,0
2024-01-05 06:00:00,device_15,0.0,0
2024-01-05 06:15:00,device_87,0.0,0
2024-01-05 06:30:00,device_68,0.0,0
2024-01-05 06:45:00,device_6,0.0,0
2024-01-05 07:00:00,device_77,0.0,0
2024-01-05 07:15:00,device_27,110.56,1
2024-01-05 07:30:00,device_18,0.0,0
2024-01-05 07:45:00,device_38,100.39,1
2024-01-05 08:00:00,device_96,0.0,0
2024-01-05 08:15:00,device_17,0.0,0
2024-01-05 08:30:00,device_91,0.0,0
2024-01-05 08:45:00,device_72,0.0,0
2024-01-05 09:00:00,device_46,1717.06,1
2024-01-05 09:15:00,device_6,0.0,0
2024-01-05 09:30:00,device_59,143.11,1
2024-01-05 09:45:00,device_74,0.0,0
2024-01-05 10:00:00,device_52,0.0,0
2024-01-05 10:15:00,device_54,1443.02,1
2024-01-05 10:30:00,device_42,0.0,0
2024-01-05 10:45:00,device_80,0.0,0
2024-01-05 11:00:00,device_89,0.0,0
2024-01-05 11:15:00,device_12,0.0,0
2024-01-05 11:30:00,device_14,0.0,0
2024-01-05 11:45:00,device_76,0.0,0
2024-01-05 12:00:00,device_11,115.51,1
2024-01-05 12:15:00,device_44,0.0,0
2024-01-05 12:30:00,device_100,0.0,0
2024-01-05 12:45:00,device_66,0.0,0
2024-01-05 13:00:00,device_68,0.0,0
2024-01-05 13:15:00,device_100,0.0,0
2024-01-05 13:30:00,device_94,0.0,0
2024-01-05 13:45:00,device_83,0.0,0
2024-01-05 14:00:00,device_31,112.8,1
2024-01-05 14:15:00,device_23,0.0,0
2024-01-05 14:30:00,device_98,0.0,0
2024-01-05 14:45:00,device_10,0.0,0
2024-01-05 15:00:00,device_99,0.0,0
2024-01-05 15:15:00,device_60,137.99,1
2024-01-05 15:30:00,device_58,0.0,0
2024-01-05 15:45:00,device_73,149.33,1
2024-01-05 16:00:00,device_42,0.0,0
2024-01-05 16:15:00,device_81,0.0,0
2024-01-05 16:30:00,device_57,0.0,0
2024-01-05 16:45:00,device_57,0.0,0
2024-01-05 17:00:00,device_36,0.0,0
2024-01-05 17:15:00,device_46,1386.24,1
2024-01-05 17:30:00,device_58,0.0,0
2024-01-05 17:45:00,device_48,0.0,0
2024-01-05 18:00:00,device_10,0.0,0
2024-01-05 18:15:00,device_12,60.42,1
2024-01-05 18:30:00,device_60,147.71,1
2024-01-05 18:45:00,device_95,111.48,1
2024-01-05 19:00:00,device_74,0.0,0
2024-01-05 19:15:00,device_42,60.08,1
2024-01-05 19:30:00,device_8,0.0,0
2024-01-05 19:45:00,device_44,35.06,1
2024-01-05 20:00:00,device_83,0.0,0
2024-01-05 20:15:00,device_32,89.46,1
2024-01-05 20:30:00,device_68,0.0,0
2024-01-05 20:45:00,device_21,0.0,0
2024-01-05 21:00:00,device_37,0.0,0
2024-01-05 21:15:00,device_100,0.0,0
2024-01-05 21:30:00,device_77,0.0,0
2024-01-05 21:45:00,device_81,0.0,0
2024-01-05 22:00:00,device_9,0.0,0
2024-01-05 22:15:00,device_72,0.0,0
2024-01-05 22:30:00,device_37,0.0,0
2024-01-05 22:45:00,device_85,122.19,1
2024-01-05 23:00:00,device_20,0.0,0
2024-01-05 23:15:00,device_75,0.0,0
2024-01-05 23:30:00,device_45,0.0,0
2024-01-05 23:45:00,device_84,0.0,0
2024-01-06 00:00:00,device_51,0.0,0
2024-01-06 00:15:00,device_91,0.0,0
2024-01-06 00:30:00,device_40,0.0,0
2024-01-06 00:45:00,device_83,0.0,0
2024-01-06 01:00:00,device_17,0.0,0
2024-01-06 01:15:00,device_95,0.0,0
2024-01-06 01:30:00,device_68,0.0,0
2024-01-06 01:45:00,device_86,0.0,0
2024-01-06 02:00:00,device_47,0.0,0
2024-01-06 02:15:00,device_40,0.0,0
2024-01-06 02:30:00,device_28,0.0,0
2024-01-06 02:45:00,device_99,0.0,0
2024-01-06 03:00:00,device_29,0.0,0
2024-01-06 03:15:00,device_20,0.0,0
2024-01-06 03:30:00,device_13,0.0,0
2024-01-06 03:45:00,device_70,0.0,0
2024-01-06 04:00:00,device_68,0.0,0
2024-01-06 04:15:00,device_44,0.0,0
2024-01-06 04:30:00,device_80,0.0,0
2024-01-06 04:45:00,device_49,0.0,0
2024-01-06 05:00:00,device_24,0.0,0
2024-01-06 05:15:00,device_99,0.0,0
2024-01-06 05:30:00,device_22,0.0,0
2024-01-06 05:45:00,device_6,0.0,0
2024-01-06 06:00:00,device_87,0.0,0
2024-01-06 06:15:00,device_57,0.0,0
2024-01-06 06:30:00,device_97,0.0,0
2024-01-06 06:45:00,device_58,0.0,0
2024-01-06 07:00:00,device_31,140.43,1
2024-01-06 07:15:00,device_61,0.0,0
2024-01-06 07:30:00,device_25,0.0,0
2024-01-06 07:45:00,device_74,0.0,0
2024-01-06 08:00:00,device_60,138.91,1
2024-01-06 08:15:00,device_65,148.31,1
2024-01-06 08:30:00,device_26,0.0,0
2024-01-06 08:45:00,device_18,0.0,0
2024-01-06 09:00:00,device_7,0.0,0
2024-01-06 09:15:00,device_48,1261.55,1
2024-01-06 09:30:00,device_67,0.0,0
2024-01-06 09:45:00,device_37,0.0,0
2024-01-06 10:00:00,device_21,0.0,0
2024-01-06 10:15:00,device_66,0.0,0
2024-01-06 10:30:00,device_56,0.0,0
2024-01-06 10:45:00,device_29,0.0,0
2024-01-06 11:00:00,device_45,0.0,0
2024-01-06 11:15:00,device_54,1501.2,1
2024-01-06 11:30:00,device_31,104.08,1
2024-01-06 11:45:00,device_29,0.0,0
2024-01-06 12:00:00,device_13,0.0,0
2024-01-06 12:15:00,device_84,0.0,0
2024-01-06 12:30:00,device_19,0.0,0
2024-01-06 12:45:00,device_37,0.0,0
2024-01-06 13:00:00,device_61,0.0,0
2024-01-06 13:15:00,device_18,0.0,0
2024-01-06 13:30:00,device_61,0.0,0
2024-01-06 13:45:00,device_1,0.0,0
2024-01-06 14:00:00,device_3,0.0,0
2024-01-06 14:15:00,device_20,0.0,0
2024-01-06 14:30:00,device_94,0.0,0
2024-01-06 14:45:00,device_55,0.0,0
2024-01-06 15:00:00,device_37,0.0,0
2024-01-06 15:15:00,device_16,0.0,0
2024-01-06 15:30:00,device_54,1573.69,1
2024-01-06 15:45:00,device_9,0.0,0
2024-01-06 16:00:00,device_64,100.82,1
2024-01-06 16:15:00,device_66,0.0,0
2024-01-06 16:30:00,device_92,121.46,1
2024-01-06 16:45:00,device_79,0.0,0
2024-01-06 17:00:00,device_74,0.0,0
2024-01-06 17:15:00,device_86,0.0,0
2024-01-06 17:30:00,device_68,0.0,0
2024-01-06 17:45:00,device_9,0.0,0
2024-01-06 18:00:00,device_70,89.3,1
2024-01-06 18:15:00,device_71,0.0,0
2024-01-06 18:30:00,device_61,0.0,0
2024-01-06 18:45:00,device_50,45.22,1
2024-01-06 19:00:00,device_3,34.05,1
2024-01-06 19:15:00,device_31,131.41,1
2024-01-06 19:30:00,device_99,132.97,1
2024-01-06 19:45:00,device_18,62.76,1
2024-01-06 20:00:00,device_83,0.0,0
2024-01-06 20:15:00,device_100,0.0,0
2024-01-06 20:30:00,device_90,40.94,1
2024-01-06 20:45:00,device_18,76.57,1
2024-01-06 21:00:00,device_59,110.08,1
2024-01-06 21:15:00,device_26,0.0,0
2024-01-06 21:30:00,device_41,0.0,0
2024-01-06 21:45:00,device_66,137.08,1
2024-01-06 22:00:00,device_61,0.0,0
2024-01-06 22:15:00,device_97,0.0,0
2024-01-06 22:30:00,device_37,0.0,0
2024-01-06 22:45:00,device_100,0.0,0
2024-01-06 23:00:00,device_84,0.0,0
2024-01-06 23:15:00,device_16,0.0,0
2024-01-06 23:30:00,device_56,0.0,0
2024-01-06 23:45:00,device_96,0.0,0
2024-01-07 00:00:00,device_50,0.0,0
2024-01-07 00:15:00,device_24,0.0,0
2024-01-07 00:30:00,device_64,139.86,1
2024-01-07 00:45:00,device_35,0.0,0
2024-01-07 01:00:00,device_94,0.0,0
2024-01-07 01:15:00,device_56,0.0,0
2024-01-07 01:30:00,device_24,0.0,0
2024-01-07 01:45:00,device_42,0.0,0
2024-01-07 02:00:00,device_42,0.0,0
2024-01-07 02:15:00,device_40,0.0,0
2024-01-07 02:30:00,device_92,134.49,1
2024-01-07 02:45:00,device_45,0.0,0
2024-01-07 03:00:00,device_94,0.0,0
2024-01-07 03:15:00,device_46,0.0,0
2024-01-07 03:30:00,device_56,0.0,0
2024-01-07 03:45:00,device_8,0.0,0
2024-01-07 04:00:00,device_82,0.0,0
2024-01-07 04:15:00,device_66,0.0,0
2024-01-07 04:30:00,device_87,0.0,0
2024-01-07 04:45:00,device_4,130.38,1
2024-01-07 05:00:00,device_57,0.0,0
2024-01-07 05:15:00,device_9,0.0,0
2024-01-07 05:30:00,device_83,0.0,0
2024-01-07 05:45:00,device_50,0.0,0
2024-01-07 06:00:00,device_5,0.0,0
2024-01-07 06:15:00,device_87,0.0,0
2024-01-07 06:30:00,device_48,0.0,0
2024-01-07 06:45:00,device_98,0.0,0
2024-01-07 07:00:00,device_18,0.0,0
2024-01-07 07:15:00,device_51,0.0,0
