timestamp,temperature,humidity,weather_condition
2024-01-02 03:00:00,9.89,43.57,Sunny
2024-01-02 03:15:00,12.8,48.11,Rainy
2024-01-02 03:30:00,14.64,69.66,Windy
2024-01-02 03:45:00,13.4,83.08,Cloudy
2024-01-02 04:00:00,17.77,68.74,Humid
2024-01-02 04:15:00,11.07,60.53,Humid
2024-01-02 04:30:00,16.25,70.62,Cloudy
2024-01-02 04:45:00,17.73,46.14,Cloudy
2024-01-02 05:00:00,18.84,63.13,Windy
2024-01-02 05:15:00,10.6,63.98,Rainy
2024-01-02 05:30:00,9.07,48.33,Windy
2024-01-02 05:45:00,13.36,60.89,Cloudy
2024-01-02 06:00:00,18.17,65.66,Humid
2024-01-02 06:15:00,16.19,70.46,Cloudy
2024-01-02 06:30:00,18.52,46.1,Rainy
2024-01-02 06:45:00,14.38,78.7,Humid
2024-01-02 07:00:00,17.65,62.78,Rainy
2024-01-02 07:15:00,11.47,72.3,Cloudy
2024-01-02 07:30:00,12.54,83.5,Humid
2024-01-02 07:45:00,16.58,77.45,Rainy
2024-01-02 08:00:00,18.86,87.33,Rainy
2024-01-02 08:15:00,17.4,60.58,Windy
2024-01-02 08:30:00,5.5,76.28,Windy
2024-01-02 08:45:00,9.18,63.83,Rainy
2024-01-02 09:00:00,18.92,87.52,Windy
2024-01-02 09:15:00,10.91,67.91,Sunny
2024-01-02 09:30:00,14.61,76.98,Cloudy
2024-01-02 09:45:00,12.94,88.07,Cloudy
2024-01-02 10:00:00,5.6,46.24,Sunny
2024-01-02 10:15:00,8.71,76.2,Humid
2024-01-02 10:30:00,9.25,72.1,Cloudy
2024-01-02 10:45:00,18.03,81.77,Cloudy
2024-01-02 11:00:00,12.67,58.7,Rainy
2024-01-02 11:15:00,19.63,50.73,Humid
2024-01-02 11:30:00,19.47,61.07,Rainy
2024-01-02 11:45:00,11.17,74.09,Rainy
2024-01-02 12:00:00,5.15,72.35,Windy
2024-01-02 12:15:00,13.62,49.27,Cloudy
2024-01-02 12:30:00,11.73,61.23,Humid
2024-01-02 12:45:00,13.75,51.93,Windy
2024-01-02 13:00:00,6.01,68.97,Sunny
2024-01-02 13:15:00,11.08,56.48,Humid
2024-01-02 13:30:00,13.83,71.97,Sunny
2024-01-02 13:45:00,15.04,56.64,Humid
2024-01-02 14:00:00,12.74,65.84,Cloudy
2024-01-02 14:15:00,18.42,72.84,Humid
2024-01-02 14:30:00,16.6,57.1,Humid
2024-01-02 14:45:00,15.08,56.52,Rainy
2024-01-02 15:00:00,9.99,65.73,Humid
2024-01-02 15:15:00,10.38,41.31,Rainy
2024-01-02 15:30:00,10.28,79.9,Windy
2024-01-02 15:45:00,12.5,78.65,Humid
2024-01-02 16:00:00,10.09,66.76,Sunny
2024-01-02 16:15:00,6.18,71.6,Humid
2024-01-02 16:30:00,16.16,74.96,Windy
2024-01-02 16:45:00,18.4,73.6,Rainy
2024-01-02 17:00:00,10.48,69.23,Humid
2024-01-02 17:15:00,6.48,66.43,Windy
2024-01-02 17:30:00,11.03,48.82,Windy
2024-01-02 17:45:00,8.34,58.37,Windy
2024-01-02 18:00:00,6.15,54.14,Sunny
2024-01-02 18:15:00,13.3,77.99,Sunny
2024-01-02 18:30:00,18.42,69.27,Cloudy
2024-01-02 18:45:00,12.32,84.61,Sunny
2024-01-02 19:00:00,16.22,56.33,Sunny
2024-01-02 19:15:00,9.51,45.02,Rainy
2024-01-02 19:30:00,9.15,47.86,Rainy
2024-01-02 19:45:00,15.83,79.62,Cloudy
2024-01-02 20:00:00,5.82,81.73,Windy
2024-01-02 20:15:00,5.88,82.72,Windy
2024-01-02 20:30:00,15.51,72.49,Rainy
2024-01-02 20:45:00,9.82,89.14,Rainy
2024-01-02 21:00:00,7.26,59.07,Windy
2024-01-02 21:15:00,14.41,84.96,Humid
2024-01-02 21:30:00,7.62,85.98,Cloudy
2024-01-02 21:45:00,13.19,60.93,Rainy
2024-01-02 22:00:00,16.72,69.2,Rainy
2024-01-02 22:15:00,16.24,51.13,Humid
2024-01-02 22:30:00,18.2,70.02,Humid
2024-01-02 22:45:00,16.78,59.49,Sunny
2024-01-02 23:00:00,9.1,76.71,Windy
2024-01-02 23:15:00,18.36,88.89,Windy
2024-01-02 23:30:00,14.89,40.93,Windy
2024-01-02 23:45:00,14.07,52.4,Humid
2024-01-03 00:00:00,5.36,73.23,Windy
2024-01-03 00:15:00,5.82,84.41,Humid
2024-01-03 00:30:00,5.83,78.45,Windy
2024-01-03 00:45:00,13.08,53.14,Cloudy
2024-01-03 01:00:00,7.61,40.83,Sunny
2024-01-03 01:15:00,8.07,84.25,Sunny
2024-01-03 01:30:00,9.48,56.0,Cloudy
2024-01-03 01:45:00,15.61,87.25,Humid
2024-01-03 02:00:00,7.29,70.23,Humid
2024-01-03 02:15:00,17.29,73.45,Cloudy
2024-01-03 02:30:00,18.77,89.85,Humid
2024-01-03 02:45:00,19.96,64.43,Sunny
2024-01-03 03:00:00,18.78,44.93,Humid
2024-01-03 03:15:00,17.61,47.77,Rainy
2024-01-03 03:30:00,16.53,81.73,Rainy
2024-01-03 03:45:00,9.89,59.39,Sunny
2024-01-03 04:00:00,6.27,53.58,Windy
2024-01-03 04:15:00,10.21,86.09,Humid
2024-01-03 04:30:00,9.75,55.86,Humid
2024-01-03 04:45:00,5.35,64.53,Humid
2024-01-03 05:00:00,14.55,56.14,Sunny
2024-01-03 05:15:00,16.38,86.99,Humid
2024-01-03 05:30:00,18.65,42.45,Sunny
2024-01-03 05:45:00,17.01,62.27,Sunny
2024-01-03 06:00:00,6.68,89.89,Rainy
2024-01-03 06:15:00,19.14,44.06,Windy
2024-01-03 06:30:00,9.13,56.36,Humid
2024-01-03 06:45:00,5.92,69.25,Humid
2024-01-03 07:00:00,11.44,76.95,Rainy
2024-01-03 07:15:00,5.48,69.34,Windy
2024-01-03 07:30:00,9.22,83.92,Humid
2024-01-03 07:45:00,7.92,86.42,Humid
2024-01-03 08:00:00,12.06,56.09,Windy
2024-01-03 08:15:00,11.9,62.01,Rainy
2024-01-03 08:30:00,15.11,41.02,Windy
2024-01-03 08:45:00,10.97,60.14,Cloudy
2024-01-03 09:00:00,10.85,59.41,Cloudy
2024-01-03 09:15:00,16.08,53.75,Humid
2024-01-03 09:30:00,16.75,43.52,Sunny
2024-01-03 09:45:00,5.93,46.56,Rainy
2024-01-03 10:00:00,13.42,76.29,Sunny
2024-01-03 10:15:00,9.98,81.66,Rainy
2024-01-03 10:30:00,19.8,56.58,Rainy
2024-01-03 10:45:00,7.64,85.03,Rainy
2024-01-03 11:00:00,5.01,88.49,Sunny
2024-01-03 11:15:00,17.72,74.81,Windy
2024-01-03 11:30:00,12.66,75.43,Sunny
2024-01-03 11:45:00,17.8,45.86,Sunny
2024-01-03 12:00:00,8.92,60.15,Windy
2024-01-03 12:15:00,11.39,55.63,Rainy
2024-01-03 12:30:00,15.67,48.19,Sunny
2024-01-03 12:45:00,8.62,46.76,Sunny
2024-01-03 13:00:00,19.55,46.34,Sunny
2024-01-03 13:15:00,5.78,65.39,Cloudy
2024-01-03 13:30:00,17.83,52.69,Windy
2024-01-03 13:45:00,12.46,85.76,Rainy
2024-01-03 14:00:00,11.54,86.11,Humid
2024-01-03 14:15:00,8.26,51.6,Rainy
2024-01-03 14:30:00,5.34,64.74,Humid
2024-01-03 14:45:00,12.38,44.25,Rainy
2024-01-03 15:00:00,5.15,45.46,Cloudy
2024-01-03 15:15:00,12.63,86.9,Rainy
2024-01-03 15:30:00,13.97,56.54,Windy
2024-01-03 15:45:00,12.36,40.73,Windy
2024-01-03 16:00:00,16.88,65.61,Humid
2024-01-03 16:15:00,8.37,63.28,Sunny
2024-01-03 16:30:00,15.78,89.49,Humid
2024-01-03 16:45:00,18.58,78.89,Windy
2024-01-03 17:00:00,16.07,70.25,Cloudy
2024-01-03 17:15:00,7.28,44.05,Cloudy
2024-01-03 17:30:00,5.2,45.79,Humid
2024-01-03 17:45:00,10.05,62.16,Sunny
2024-01-03 18:00:00,15.8,42.59,Sunny
2024-01-03 18:15:00,16.28,82.96,Rainy
2024-01-03 18:30:00,13.28,71.75,Sunny
2024-01-03 18:45:00,16.86,52.82,Cloudy
2024-01-03 19:00:00,6.5,43.56,Windy
2024-01-03 19:15:00,5.9,84.58,Rainy
2024-01-03 19:30:00,18.89,62.21,Cloudy
2024-01-03 19:45:00,16.75,74.76,Rainy
2024-01-03 20:00:00,14.47,45.71,Windy
2024-01-03 20:15:00,7.26,81.83,Cloudy
2024-01-03 20:30:00,7.65,46.97,Rainy
2024-01-03 20:45:00,7.11,81.48,Windy
2024-01-03 21:00:00,5.01,86.22,Windy
2024-01-03 21:15:00,8.92,82.01,Cloudy
2024-01-03 21:30:00,13.26,40.26,Sunny
2024-01-03 21:45:00,5.9,65.6,Rainy
2024-01-03 22:00:00,19.73,72.13,Windy
2024-01-03 22:15:00,13.89,87.17,Windy
2024-01-03 22:30:00,19.66,89.4,Rainy
2024-01-03 22:45:00,16.07,79.75,Humid
2024-01-03 23:00:00,12.98,63.63,Sunny
2024-01-03 23:15:00,8.7,73.61,Sunny
2024-01-03 23:30:00,6.19,68.95,Rainy
2024-01-03 23:45:00,10.34,62.8,Cloudy
2024-01-04 00:00:00,10.81,57.82,Rainy
2024-01-04 00:15:00,10.48,49.36,Rainy
2024-01-04 00:30:00,8.97,73.7,Humid
2024-01-04 00:45:00,19.69,65.29,Windy
2024-01-04 01:00:00,19.82,52.34,Rainy
2024-01-04 01:15:00,8.15,70.56,Sunny
2024-01-04 01:30:00,11.26,80.73,Sunny
2024-01-04 01:45:00,9.14,83.31,Cloudy
2024-01-04 02:00:00,9.89,71.27,Sunny
2024-01-04 02:15:00,17.12,60.33,Sunny
2024-01-04 02:30:00,13.69,85.06,Rainy
2024-01-04 02:45:00,9.26,65.91,Humid
2024-01-04 03:00:00,8.14,86.11,Windy
2024-01-04 03:15:00,14.46,88.53,Windy
2024-01-04 03:30:00,13.58,72.46,Cloudy
2024-01-04 03:45:00,18.86,61.25,Windy
2024-01-04 04:00:00,17.4,49.1,Sunny
2024-01-04 04:15:00,15.51,89.19,Humid
2024-01-04 04:30:00,15.43,71.92,Cloudy
2024-01-04 04:45:00,19.98,87.35,Rainy
2024-01-04 05:00:00,8.66,43.58,Humid
2024-01-04 05:15:00,15.04,63.54,Humid
2024-01-04 05:30:00,10.66,67.55,Sunny
2024-01-04 05:45:00,17.57,50.99,Rainy
2024-01-04 06:00:00,13.12,80.76,Rainy
2024-01-04 06:15:00,10.4,71.43,Cloudy
2024-01-04 06:30:00,18.16,52.66,Rainy
2024-01-04 06:45:00,6.55,49.18,Humid
2024-01-04 07:00:00,15.41,60.51,Rainy
2024-01-04 07:15:00,19.76,50.41,Cloudy
2024-01-04 07:30:00,5.6,83.96,Humid
2024-01-04 07:45:00,17.52,44.95,Cloudy
2024-01-04 08:00:00,16.26,55.39,Windy
2024-01-04 08:15:00,7.87,61.73,Humid
2024-01-04 08:30:00,14.61,71.0,Windy
2024-01-04 08:45:00,6.75,77.65,Sunny
2024-01-04 09:00:00,11.35,81.81,Sunny
2024-01-04 09:15:00,15.29,52.71,Rainy
2024-01-04 09:30:00,7.36,78.61,Rainy
2024-01-04 09:45:00,15.88,83.28,Humid
2024-01-04 10:00:00,9.69,74.38,Cloudy
2024-01-04 10:15:00,12.2,64.3,Windy
2024-01-04 10:30:00,16.28,81.14,Humid
2024-01-04 10:45:00,17.44,75.26,Humid
2024-01-04 11:00:00,11.9,42.31,Rainy
2024-01-04 11:15:00,17.88,76.05,Windy
2024-01-04 11:30:00,15.89,81.46,Sunny
2024-01-04 11:45:00,10.96,59.57,Rainy
2024-01-04 12:00:00,13.84,53.87,Humid
2024-01-04 12:15:00,13.11,44.43,Sunny
2024-01-04 12:30:00,9.29,75.12,Cloudy
2024-01-04 12:45:00,12.98,89.61,Sunny
2024-01-04 13:00:00,11.46,66.87,Rainy
2024-01-04 13:15:00,15.59,81.45,Humid
2024-01-04 13:30:00,12.45,74.2,Windy
2024-01-04 13:45:00,5.34,40.02,Windy
2024-01-04 14:00:00,16.51,86.46,Windy
2024-01-04 14:15:00,16.96,71.36,Sunny
2024-01-04 14:30:00,14.02,46.27,Humid
2024-01-04 14:45:00,8.46,69.45,Cloudy
2024-01-04 15:00:00,5.56,65.78,Sunny
2024-01-04 15:15:00,19.43,68.17,Rainy
2024-01-04 15:30:00,19.31,77.6,Humid
2024-01-04 15:45:00,17.89,40.87,Sunny
2024-01-04 16:00:00,15.41,83.73,Windy
2024-01-04 16:15:00,15.66,64.56,Rainy
2024-01-04 16:30:00,10.06,48.0,Rainy
2024-01-04 16:45:00,14.07,51.28,Rainy
2024-01-04 17:00:00,12.43,77.03,Cloudy
2024-01-04 17:15:00,14.12,84.53,Cloudy
2024-01-04 17:30:00,6.83,78.74,Sunny
2024-01-04 17:45:00,19.24,81.81,Rainy
2024-01-04 18:00:00,5.83,74.42,Humid
2024-01-04 18:15:00,13.62,81.83,Humid
2024-01-04 18:30:00,5.53,75.05,Sunny
2024-01-04 18:45:00,13.64,69.19,Humid
2024-01-04 19:00:00,10.32,48.46,Cloudy
2024-01-04 19:15:00,12.97,87.03,Cloudy
2024-01-04 19:30:00,18.36,63.03,Cloudy
2024-01-04 19:45:00,18.94,57.79,Rainy
2024-01-04 20:00:00,8.6,45.63,Cloudy
2024-01-04 20:15:00,14.85,75.81,Cloudy
2024-01-04 20:30:00,7.53,47.56,Windy
2024-01-04 20:45:00,9.13,79.49,Humid
2024-01-04 21:00:00,17.28,73.97,Windy
2024-01-04 21:15:00,12.77,44.32,Humid
2024-01-04 21:30:00,10.97,68.14,Rainy
2024-01-04 21:45:00,19.28,55.91,Humid
2024-01-04 22:00:00,8.45,66.08,Cloudy
2024-01-04 22:15:00,18.92,59.64,Rainy
2024-01-04 22:30:00,19.95,61.68,Windy
2024-01-04 22:45:00,8.47,53.46,Sunny
2024-01-04 23:00:00,7.86,57.97,Windy
2024-01-04 23:15:00,15.16,88.0,Humid
2024-01-04 23:30:00,9.09,85.52,Cloudy
2024-01-04 23:45:00,14.7,54.26,Cloudy
2024-01-05 00:00:00,8.12,85.52,Sunny
2024-01-05 00:15:00,17.13,51.54,Rainy
2024-01-05 00:30:00,8.41,40.3,Humid
2024-01-05 00:45:00,14.77,59.88,Windy
2024-01-05 01:00:00,19.62,75.12,Humid
2024-01-05 01:15:00,16.96,41.07,Sunny
2024-01-05 01:30:00,19.32,62.95,Rainy
2024-01-05 01:45:00,10.2,78.86,Sunny
2024-01-05 02:00:00,17.31,53.84,Sunny
2024-01-05 02:15:00,15.96,54.33,Cloudy
2024-01-05 02:30:00,15.75,58.92,Cloudy
2024-01-05 02:45:00,6.11,65.38,Rainy
2024-01-05 03:00:00,15.66,74.62,Humid
2024-01-05 03:15:00,16.82,68.99,Cloudy
2024-01-05 03:30:00,15.5,83.2,Humid
2024-01-05 03:45:00,5.03,61.06,Rainy
2024-01-05 04:00:00,7.57,77.45,Humid
2024-01-05 04:15:00,12.93,53.46,Sunny
2024-01-05 04:30:00,16.69,58.46,Sunny
2024-01-05 04:45:00,10.71,70.54,Cloudy
2024-01-05 05:00:00,13.33,44.33,Sunny
2024-01-05 05:15:00,6.27,69.51,Windy
2024-01-05 05:30:00,8.66,73.37,Sunny
2024-01-05 05:45:00,13.1,67.75,Sunny
2024-01-05 06:00:00,14.18,75.65,Rainy
2024-01-05 06:15:00,16.43,79.18,Rainy
2024-01-05 06:30:00,19.61,60.39,Rainy
2024-01-05 06:45:00,9.63,70.42,Cloudy
2024-01-05 07:00:00,17.26,72.32,Rainy
2024-01-05 07:15:00,18.45,87.53,Sunny
2024-01-05 07:30:00,9.91,71.1,Cloudy
2024-01-05 07:45:00,5.03,46.04,Rainy
2024-01-05 08:00:00,12.52,65.31,Sunny
2024-01-05 08:15:00,9.57,47.29,Windy
2024-01-05 08:30:00,19.82,85.45,Windy
2024-01-05 08:45:00,5.8,88.37,Cloudy
2024-01-05 09:00:00,7.22,78.92,Cloudy
2024-01-05 09:15:00,11.6,63.69,Cloudy
2024-01-05 09:30:00,14.47,46.29,Humid
2024-01-05 09:45:00,15.23,44.32,Cloudy
2024-01-05 10:00:00,11.1,71.38,Rainy
2024-01-05 10:15:00,6.26,45.52,Cloudy
2024-01-05 10:30:00,17.43,87.33,Windy
2024-01-05 10:45:00,16.38,87.58,Humid
2024-01-05 11:00:00,7.69,85.84,Humid
2024-01-05 11:15:00,14.97,65.29,Windy
2024-01-05 11:30:00,12.34,56.74,Humid
2024-01-05 11:45:00,8.1,56.17,Sunny
2024-01-05 12:00:00,11.22,73.96,Windy
2024-01-05 12:15:00,6.71,63.21,Humid
2024-01-05 12:30:00,5.17,76.77,Windy
2024-01-05 12:45:00,16.83,77.86,Rainy
2024-01-05 13:00:00,19.57,64.08,Windy
2024-01-05 13:15:00,9.73,73.41,Cloudy
2024-01-05 13:30:00,8.56,86.73,Sunny
2024-01-05 13:45:00,10.46,57.11,Sunny
2024-01-05 14:00:00,15.89,71.81,Windy
2024-01-05 14:15:00,16.05,68.93,Cloudy
2024-01-05 14:30:00,14.43,55.25,Cloudy
2024-01-05 14:45:00,6.77,50.22,Sunny
2024-01-05 15:00:00,5.47,46.62,Cloudy
2024-01-05 15:15:00,5.46,56.88,Sunny
2024-01-05 15:30:00,7.99,43.33,Windy
2024-01-05 15:45:00,5.45,41.15,Sunny
2024-01-05 16:00:00,17.57,61.92,Cloudy
2024-01-05 16:15:00,12.15,54.4,Rainy
2024-01-05 16:30:00,18.07,40.8,Cloudy
2024-01-05 16:45:00,18.41,74.53,Windy
2024-01-05 17:00:00,15.08,44.75,Sunny
2024-01-05 17:15:00,12.49,40.01,Rainy
2024-01-05 17:30:00,16.31,59.7,Windy
2024-01-05 17:45:00,6.84,59.14,Cloudy
2024-01-05 18:00:00,18.81,41.84,Windy
2024-01-05 18:15:00,11.61,74.17,Cloudy
2024-01-05 18:30:00,13.25,45.3,Humid
2024-01-05 18:45:00,5.2,41.52,Sunny
2024-01-05 19:00:00,18.14,49.27,Sunny
2024-01-05 19:15:00,6.25,61.7,Windy
2024-01-05 19:30:00,15.5,81.69,Cloudy
2024-01-05 19:45:00,10.59,79.7,Humid
2024-01-05 20:00:00,12.04,54.41,Cloudy
2024-01-05 20:15:00,9.15,79.44,Windy
2024-01-05 20:30:00,16.97,82.57,Humid
2024-01-05 20:45:00,13.57,80.47,Windy
2024-01-05 21:00:00,13.37,89.04,Sunny
2024-01-05 21:15:00,8.43,58.04,Cloudy
2024-01-05 21:30:00,18.82,44.57,Cloudy
2024-01-05 21:45:00,19.59,87.57,Sunny
2024-01-05 22:00:00,17.33,71.46,Cloudy
2024-01-05 22:15:00,6.9,67.46,Humid
2024-01-05 22:30:00,10.22,52.72,Sunny
2024-01-05 22:45:00,6.97,56.4,Rainy
2024-01-05 23:00:00,13.81,89.07,Windy
2024-01-05 23:15:00,11.16,79.42,Rainy
2024-01-05 23:30:00,15.69,55.41,Windy
2024-01-05 23:45:00,13.67,79.85,Rainy
2024-01-06 00:00:00,17.73,87.53,Sunny
2024-01-06 00:15:00,15.26,45.54,Cloudy
2024-01-06 00:30:00,11.12,88.44,Windy
2024-01-06 00:45:00,17.79,52.77,Humid
2024-01-06 01:00:00,11.23,42.01,Humid
2024-01-06 01:15:00,14.76,44.72,Cloudy
2024-01-06 01:30:00,18.06,71.35,Cloudy
2024-01-06 01:45:00,17.13,85.99,Rainy
2024-01-06 02:00:00,19.61,83.89,Rainy
2024-01-06 02:15:00,16.38,76.73,Windy
2024-01-06 02:30:00,17.94,60.14,Rainy
2024-01-06 02:45:00,16.84,50.46,Windy
2024-01-06 03:00:00,17.95,54.27,Rainy
2024-01-06 03:15:00,14.34,64.13,Sunny
2024-01-06 03:30:00,17.79,70.77,Cloudy
2024-01-06 03:45:00,17.17,62.48,Rainy
2024-01-06 04:00:00,11.67,49.88,Sunny
2024-01-06 04:15:00,10.27,43.94,Cloudy
2024-01-06 04:30:00,15.63,57.45,Humid
2024-01-06 04:45:00,6.72,65.36,Cloudy
2024-01-06 05:00:00,11.25,64.25,Windy
2024-01-06 05:15:00,6.54,40.12,Humid
2024-01-06 05:30:00,5.77,42.15,Windy
2024-01-06 05:45:00,5.56,48.38,Cloudy
2024-01-06 06:00:00,10.16,68.11,Cloudy
2024-01-06 06:15:00,10.24,85.12,Cloudy
2024-01-06 06:30:00,5.3,47.71,Sunny
2024-01-06 06:45:00,19.28,69.74,Sunny
2024-01-06 07:00:00,11.15,53.24,Humid
2024-01-06 07:15:00,14.71,66.72,Sunny
2024-01-06 07:30:00,17.24,64.59,Windy
2024-01-06 07:45:00,10.12,89.84,Humid
2024-01-06 08:00:00,16.55,56.59,Cloudy
2024-01-06 08:15:00,8.21,45.74,Windy
2024-01-06 08:30:00,12.25,87.42,Windy
2024-01-06 08:45:00,13.71,47.85,Windy
2024-01-06 09:00:00,16.83,60.28,Humid
2024-01-06 09:15:00,6.73,71.11,Rainy
2024-01-06 09:30:00,13.03,62.88,Sunny
2024-01-06 09:45:00,9.26,74.43,Sunny
2024-01-06 10:00:00,18.85,46.22,Cloudy
2024-01-06 10:15:00,13.1,62.97,Windy
2024-01-06 10:30:00,7.05,77.6,Windy
2024-01-06 10:45:00,16.06,88.15,Cloudy
2024-01-06 11:00:00,14.68,87.8,Cloudy
2024-01-06 11:15:00,17.67,74.83,Cloudy
2024-01-06 11:30:00,14.36,48.64,Cloudy
2024-01-06 11:45:00,13.18,53.7,Windy
2024-01-06 12:00:00,8.22,62.03,Windy
2024-01-06 12:15:00,15.09,46.93,Rainy
2024-01-06 12:30:00,17.84,67.57,Rainy
2024-01-06 12:45:00,5.6,85.93,Rainy
2024-01-06 13:00:00,15.52,85.1,Windy
2024-01-06 13:15:00,17.76,42.77,Humid
2024-01-06 13:30:00,10.31,81.3,Rainy
2024-01-06 13:45:00,7.13,83.67,Sunny
2024-01-06 14:00:00,13.16,74.8,Cloudy
2024-01-06 14:15:00,11.46,66.59,Windy
2024-01-06 14:30:00,8.49,49.65,Windy
2024-01-06 14:45:00,10.7,73.48,Windy
2024-01-06 15:00:00,12.74,58.1,Rainy
