timestamp,room_id,temperature,humidity,weather_condition
2024-01-01 11:45:00,room_0,15.29,69.1,Windy
2024-01-01 12:00:00,room_2,10.06,43.22,Rainy
2024-01-01 12:15:00,room_2,13.71,57.76,Humid
2024-01-01 12:30:00,room_0,5.75,71.41,Sunny
2024-01-01 12:45:00,room_3,15.78,57.5,Windy
2024-01-01 13:00:00,room_1,19.61,61.24,Rainy
2024-01-01 13:15:00,room_1,17.17,74.4,Humid
2024-01-01 13:30:00,room_2,8.05,71.46,Sunny
2024-01-01 13:45:00,room_4,5.37,66.04,Cloudy
2024-01-01 14:00:00,room_2,9.85,72.25,Sunny
2024-01-01 14:15:00,room_2,15.65,73.25,Windy
2024-01-01 14:30:00,room_0,7.26,49.91,Sunny
2024-01-01 14:45:00,room_3,9.43,64.6,Windy
2024-01-01 15:00:00,room_0,7.51,58.15,Rainy
2024-01-01 15:15:00,room_2,18.62,50.11,Sunny
2024-01-01 15:30:00,room_1,8.82,44.67,Windy
2024-01-01 15:45:00,room_1,19.91,67.3,Humid
2024-01-01 16:00:00,room_2,9.49,43.46,Rainy
2024-01-01 16:15:00,room_2,15.18,44.81,Cloudy
2024-01-01 16:30:00,room_3,14.21,57.55,Humid
2024-01-01 16:45:00,room_2,13.32,67.69,Windy
2024-01-01 17:00:00,room_1,14.2,50.56,Humid
2024-01-01 17:15:00,room_3,14.28,85.19,Sunny
2024-01-01 17:30:00,room_4,7.45,69.25,Rainy
2024-01-01 17:45:00,room_3,19.28,46.83,Sunny
2024-01-01 18:00:00,room_3,9.27,53.89,Windy
2024-01-01 18:15:00,room_3,10.64,63.18,Rainy
2024-01-01 18:30:00,room_3,7.54,84.95,Humid
2024-01-01 18:45:00,room_2,18.83,42.9,Sunny
2024-01-01 19:00:00,room_2,8.72,89.21,Humid
2024-01-01 19:15:00,room_4,13.47,57.81,Sunny
2024-01-01 19:30:00,room_4,13.68,48.53,Windy
2024-01-01 19:45:00,room_0,5.12,66.05,Rainy
2024-01-01 20:00:00,room_0,8.76,66.44,Cloudy
2024-01-01 20:15:00,room_2,15.25,47.05,Cloudy
2024-01-01 20:30:00,room_1,19.08,73.63,Humid
2024-01-01 20:45:00,room_3,10.06,68.22,Humid
2024-01-01 21:00:00,room_0,17.92,68.14,Humid
2024-01-01 21:15:00,room_0,16.68,49.28,Cloudy
2024-01-01 21:30:00,room_4,16.57,84.09,Rainy
2024-01-01 21:45:00,room_1,5.23,61.65,Cloudy
2024-01-01 22:00:00,room_0,16.01,67.06,Sunny
2024-01-01 22:15:00,room_1,13.43,66.36,Sunny
2024-01-01 22:30:00,room_0,16.06,71.87,Windy
2024-01-01 22:45:00,room_3,13.89,74.8,Sunny
2024-01-01 23:00:00,room_4,17.98,46.15,Sunny
2024-01-01 23:15:00,room_2,5.19,64.48,Sunny
2024-01-01 23:30:00,room_4,11.87,70.09,Windy
2024-01-01 23:45:00,room_2,19.57,77.98,Rainy
2024-01-02 00:00:00,room_2,5.37,61.82,Sunny
2024-01-02 00:15:00,room_2,8.71,62.73,Windy
2024-01-02 00:30:00,room_3,8.11,72.18,Cloudy
2024-01-02 00:45:00,room_0,16.58,86.29,Rainy
2024-01-02 01:00:00,room_2,11.2,61.23,Rainy
2024-01-02 01:15:00,room_4,18.72,71.25,Humid
2024-01-02 01:30:00,room_3,7.7,60.45,Cloudy
2024-01-02 01:45:00,room_3,8.28,88.16,Cloudy
2024-01-02 02:00:00,room_3,16.34,49.53,Humid
2024-01-02 02:15:00,room_0,13.56,89.41,Rainy
2024-01-02 02:30:00,room_3,11.08,56.06,Sunny
2024-01-02 02:45:00,room_2,5.94,51.68,Cloudy
2024-01-02 03:00:00,room_0,18.39,59.86,Cloudy
2024-01-02 03:15:00,room_1,19.24,79.01,Windy
2024-01-02 03:30:00,room_3,17.16,67.37,Windy
2024-01-02 03:45:00,room_0,18.99,80.52,Sunny
2024-01-02 04:00:00,room_4,6.55,79.62,Cloudy
2024-01-02 04:15:00,room_2,7.79,51.89,Cloudy
2024-01-02 04:30:00,room_3,8.76,73.08,Windy
2024-01-02 04:45:00,room_1,13.01,43.37,Sunny
2024-01-02 05:00:00,room_4,19.93,49.64,Sunny
2024-01-02 05:15:00,room_1,10.17,73.7,Sunny
2024-01-02 05:30:00,room_3,16.24,47.14,Sunny
2024-01-02 05:45:00,room_0,6.63,89.94,Windy
2024-01-02 06:00:00,room_3,18.88,48.53,Windy
2024-01-02 06:15:00,room_1,8.83,66.93,Cloudy
2024-01-02 06:30:00,room_2,9.68,54.03,Rainy
2024-01-02 06:45:00,room_2,16.9,60.88,Rainy
2024-01-02 07:00:00,room_3,18.54,89.49,Sunny
2024-01-02 07:15:00,room_0,16.68,65.59,Rainy
2024-01-02 07:30:00,room_4,7.64,60.12,Windy
2024-01-02 07:45:00,room_0,5.21,83.41,Humid
2024-01-02 08:00:00,room_4,9.03,67.44,Sunny
2024-01-02 08:15:00,room_0,9.47,73.39,Windy
2024-01-02 08:30:00,room_4,16.04,84.5,Windy
2024-01-02 08:45:00,room_2,18.53,40.49,Humid
2024-01-02 09:00:00,room_0,18.35,79.61,Rainy
2024-01-02 09:15:00,room_0,12.62,71.04,Cloudy
2024-01-02 09:30:00,room_2,9.26,60.11,Cloudy
2024-01-02 09:45:00,room_4,12.9,48.52,Sunny
2024-01-02 10:00:00,room_3,8.08,74.62,Sunny
2024-01-02 10:15:00,room_4,11.86,78.21,Windy
2024-01-02 10:30:00,room_1,6.17,68.2,Sunny
2024-01-02 10:45:00,room_4,6.28,62.57,Cloudy
2024-01-02 11:00:00,room_1,13.84,50.07,Sunny
2024-01-02 11:15:00,room_2,10.09,72.5,Sunny
2024-01-02 11:30:00,room_4,16.81,51.49,Humid
2024-01-02 11:45:00,room_0,14.82,60.09,Windy
2024-01-02 12:00:00,room_3,8.83,49.25,Windy
2024-01-02 12:15:00,room_1,13.41,88.69,Humid
2024-01-02 12:30:00,room_0,8.05,51.69,Windy
2024-01-02 12:45:00,room_1,18.32,48.07,Windy
2024-01-02 13:00:00,room_4,6.55,43.76,Rainy
2024-01-02 13:15:00,room_1,14.89,49.27,Humid
2024-01-02 13:30:00,room_4,8.74,86.63,Sunny
2024-01-02 13:45:00,room_1,10.96,43.17,Sunny
2024-01-02 14:00:00,room_1,8.67,55.55,Windy
2024-01-02 14:15:00,room_4,11.83,40.67,Humid
2024-01-02 14:30:00,room_3,9.65,89.7,Windy
2024-01-02 14:45:00,room_1,11.2,74.55,Rainy
2024-01-02 15:00:00,room_4,12.63,40.19,Sunny
2024-01-02 15:15:00,room_1,13.81,60.87,Humid
2024-01-02 15:30:00,room_0,7.6,65.54,Cloudy
2024-01-02 15:45:00,room_3,14.14,51.07,Humid
2024-01-02 16:00:00,room_2,18.59,68.37,Sunny
2024-01-02 16:15:00,room_4,18.39,88.28,Cloudy
2024-01-02 16:30:00,room_3,14.69,65.84,Rainy
2024-01-02 16:45:00,room_3,13.58,52.5,Rainy
2024-01-02 17:00:00,room_1,17.41,61.09,Humid
2024-01-02 17:15:00,room_1,8.64,88.32,Cloudy
2024-01-02 17:30:00,room_0,11.58,71.62,Humid
2024-01-02 17:45:00,room_3,6.49,73.96,Rainy
2024-01-02 18:00:00,room_3,17.0,73.6,Cloudy
2024-01-02 18:15:00,room_1,19.9,80.88,Windy
2024-01-02 18:30:00,room_3,13.29,43.23,Humid
2024-01-02 18:45:00,room_2,10.79,41.87,Sunny
2024-01-02 19:00:00,room_2,15.56,43.87,Cloudy
2024-01-02 19:15:00,room_4,18.31,40.04,Rainy
2024-01-02 19:30:00,room_3,6.58,89.23,Cloudy
2024-01-02 19:45:00,room_0,19.81,50.08,Windy
2024-01-02 20:00:00,room_1,9.27,62.32,Humid
2024-01-02 20:15:00,room_2,11.04,50.7,Windy
2024-01-02 20:30:00,room_4,14.7,67.81,Sunny
2024-01-02 20:45:00,room_3,18.9,80.15,Cloudy
2024-01-02 21:00:00,room_3,11.89,60.36,Windy
2024-01-02 21:15:00,room_1,14.17,72.51,Rainy
2024-01-02 21:30:00,room_0,15.59,60.38,Humid
2024-01-02 21:45:00,room_4,5.74,57.99,Windy
2024-01-02 22:00:00,room_2,6.12,60.64,Humid
2024-01-02 22:15:00,room_2,14.67,87.9,Windy
2024-01-02 22:30:00,room_3,18.97,52.18,Cloudy
2024-01-02 22:45:00,room_3,16.12,81.64,Windy
2024-01-02 23:00:00,room_0,18.59,65.36,Rainy
2024-01-02 23:15:00,room_1,10.14,62.64,Windy
2024-01-02 23:30:00,room_4,10.43,46.9,Humid
2024-01-02 23:45:00,room_2,19.47,65.26,Windy
2024-01-03 00:00:00,room_0,13.04,74.06,Humid
2024-01-03 00:15:00,room_1,11.6,55.6,Humid
2024-01-03 00:30:00,room_1,7.85,70.97,Windy
2024-01-03 00:45:00,room_0,9.23,53.43,Rainy
2024-01-03 01:00:00,room_0,7.74,81.63,Windy
2024-01-03 01:15:00,room_3,14.61,47.77,Windy
2024-01-03 01:30:00,room_4,7.6,56.64,Humid
2024-01-03 01:45:00,room_4,13.2,43.58,Windy
2024-01-03 02:00:00,room_0,15.85,88.13,Windy
2024-01-03 02:15:00,room_3,8.12,48.09,Rainy
2024-01-03 02:30:00,room_0,8.34,79.61,Sunny
2024-01-03 02:45:00,room_2,8.21,52.77,Cloudy
2024-01-03 03:00:00,room_3,14.16,81.1,Sunny
2024-01-03 03:15:00,room_4,15.97,55.94,Sunny
2024-01-03 03:30:00,room_0,12.86,78.83,Sunny
2024-01-03 03:45:00,room_4,17.38,63.13,Sunny
2024-01-03 04:00:00,room_3,17.72,77.31,Cloudy
2024-01-03 04:15:00,room_4,16.86,73.92,Cloudy
2024-01-03 04:30:00,room_1,14.34,41.61,Windy
2024-01-03 04:45:00,room_2,13.82,49.08,Sunny
2024-01-03 05:00:00,room_0,18.31,60.18,Windy
2024-01-03 05:15:00,room_2,10.47,63.74,Humid
2024-01-03 05:30:00,room_3,8.18,47.42,Sunny
2024-01-03 05:45:00,room_0,15.28,73.32,Sunny
2024-01-03 06:00:00,room_2,10.91,83.57,Rainy
2024-01-03 06:15:00,room_2,12.18,66.17,Rainy
2024-01-03 06:30:00,room_0,5.76,60.24,Sunny
2024-01-03 06:45:00,room_3,18.92,81.4,Windy
2024-01-03 07:00:00,room_0,14.9,49.68,Sunny
2024-01-03 07:15:00,room_3,10.68,41.04,Cloudy
2024-01-03 07:30:00,room_2,9.38,58.73,Humid
2024-01-03 07:45:00,room_3,15.54,44.57,Sunny
2024-01-03 08:00:00,room_2,8.19,77.96,Windy
2024-01-03 08:15:00,room_4,19.63,56.41,Rainy
2024-01-03 08:30:00,room_2,8.94,79.27,Windy
2024-01-03 08:45:00,room_4,7.86,78.74,Cloudy
2024-01-03 09:00:00,room_3,5.32,49.72,Humid
2024-01-03 09:15:00,room_4,7.36,71.48,Humid
2024-01-03 09:30:00,room_4,19.29,69.42,Windy
2024-01-03 09:45:00,room_0,13.2,79.07,Sunny
2024-01-03 10:00:00,room_4,11.99,56.01,Humid
2024-01-03 10:15:00,room_0,9.33,54.46,Sunny
2024-01-03 10:30:00,room_1,11.29,51.15,Rainy
2024-01-03 10:45:00,room_4,11.67,56.68,Cloudy
2024-01-03 11:00:00,room_3,6.81,68.19,Cloudy
2024-01-03 11:15:00,room_3,14.19,83.3,Cloudy
2024-01-03 11:30:00,room_4,8.12,41.1,Rainy
2024-01-03 11:45:00,room_2,8.23,86.98,Cloudy
2024-01-03 12:00:00,room_0,16.87,53.73,Rainy
2024-01-03 12:15:00,room_2,17.47,70.33,Humid
2024-01-03 12:30:00,room_0,18.8,63.77,Rainy
2024-01-03 12:45:00,room_3,10.81,82.6,Humid
2024-01-03 13:00:00,room_3,6.97,52.48,Windy
2024-01-03 13:15:00,room_1,19.12,57.42,Humid
2024-01-03 13:30:00,room_1,11.63,43.69,Rainy
2024-01-03 13:45:00,room_0,19.47,42.63,Sunny
2024-01-03 14:00:00,room_1,10.98,62.77,Windy
2024-01-03 14:15:00,room_3,14.09,80.23,Cloudy
2024-01-03 14:30:00,room_1,15.79,46.63,Humid
2024-01-03 14:45:00,room_3,12.19,63.4,Humid
2024-01-03 15:00:00,room_3,12.07,56.42,Windy
2024-01-03 15:15:00,room_4,19.73,80.45,Sunny
2024-01-03 15:30:00,room_4,9.59,53.2,Sunny
2024-01-03 15:45:00,room_1,13.07,71.23,Rainy
2024-01-03 16:00:00,room_2,8.05,86.29,Humid
2024-01-03 16:15:00,room_1,10.66,69.4,Windy
2024-01-03 16:30:00,room_4,9.18,46.05,Windy
2024-01-03 16:45:00,room_3,12.3,78.33,Humid
2024-01-03 17:00:00,room_3,17.62,70.22,Humid
2024-01-03 17:15:00,room_3,14.04,40.41,Windy
2024-01-03 17:30:00,room_4,11.36,68.24,Sunny
2024-01-03 17:45:00,room_2,6.83,74.64,Rainy
2024-01-03 18:00:00,room_4,5.57,76.24,Humid
2024-01-03 18:15:00,room_2,14.15,74.35,Rainy
2024-01-03 18:30:00,room_2,12.0,49.31,Sunny
2024-01-03 18:45:00,room_3,7.07,55.01,Rainy
2024-01-03 19:00:00,room_1,12.21,60.6,Sunny
2024-01-03 19:15:00,room_4,10.01,63.0,Cloudy
2024-01-03 19:30:00,room_4,12.13,85.24,Windy
2024-01-03 19:45:00,room_2,19.7,83.6,Cloudy
2024-01-03 20:00:00,room_4,6.86,52.63,Sunny
2024-01-03 20:15:00,room_1,11.73,48.42,Humid
2024-01-03 20:30:00,room_0,8.43,60.7,Humid
2024-01-03 20:45:00,room_4,15.34,73.8,Sunny
2024-01-03 21:00:00,room_4,14.78,58.6,Windy
2024-01-03 21:15:00,room_3,11.89,84.53,Windy
2024-01-03 21:30:00,room_2,5.44,49.57,Humid
2024-01-03 21:45:00,room_1,17.57,70.03,Cloudy
2024-01-03 22:00:00,room_2,10.91,87.43,Humid
2024-01-03 22:15:00,room_3,15.37,55.22,Windy
2024-01-03 22:30:00,room_1,6.38,89.12,Windy
2024-01-03 22:45:00,room_0,12.78,49.06,Windy
2024-01-03 23:00:00,room_3,16.02,82.54,Windy
2024-01-03 23:15:00,room_0,11.06,51.62,Cloudy
2024-01-03 23:30:00,room_4,10.88,79.56,Sunny
2024-01-03 23:45:00,room_1,5.16,49.89,Windy
2024-01-04 00:00:00,room_1,9.55,80.96,Humid
2024-01-04 00:15:00,room_3,9.55,70.5,Windy
2024-01-04 00:30:00,room_3,10.49,81.25,Humid
2024-01-04 00:45:00,room_3,11.79,78.89,Cloudy
2024-01-04 01:00:00,room_3,9.45,88.19,Cloudy
2024-01-04 01:15:00,room_2,19.49,72.49,Rainy
2024-01-04 01:30:00,room_0,6.98,72.64,Windy
2024-01-04 01:45:00,room_1,5.73,67.04,Sunny
2024-01-04 02:00:00,room_0,15.51,83.2,Humid
2024-01-04 02:15:00,room_1,18.45,85.89,Cloudy
2024-01-04 02:30:00,room_4,5.14,41.18,Humid
2024-01-04 02:45:00,room_1,17.34,57.77,Windy
2024-01-04 03:00:00,room_2,5.39,71.65,Windy
2024-01-04 03:15:00,room_4,11.39,60.94,Sunny
2024-01-04 03:30:00,room_0,18.91,70.06,Cloudy
2024-01-04 03:45:00,room_1,6.34,85.31,Cloudy
2024-01-04 04:00:00,room_2,5.22,53.62,Sunny
2024-01-04 04:15:00,room_2,14.56,56.35,Rainy
2024-01-04 04:30:00,room_1,11.93,65.86,Sunny
2024-01-04 04:45:00,room_1,12.21,80.71,Humid
2024-01-04 05:00:00,room_1,17.06,51.31,Rainy
2024-01-04 05:15:00,room_3,19.08,70.78,Cloudy
2024-01-04 05:30:00,room_0,6.41,53.39,Rainy
2024-01-04 05:45:00,room_3,10.91,58.91,Windy
2024-01-04 06:00:00,room_1,18.26,82.06,Rainy
2024-01-04 06:15:00,room_0,15.97,54.07,Sunny
2024-01-04 06:30:00,room_1,6.17,55.35,Windy
2024-01-04 06:45:00,room_1,15.03,71.92,Rainy
2024-01-04 07:00:00,room_1,8.18,71.73,Windy
2024-01-04 07:15:00,room_2,15.52,84.87,Rainy
2024-01-04 07:30:00,room_3,16.22,46.37,Sunny
2024-01-04 07:45:00,room_1,16.41,67.08,Windy
2024-01-04 08:00:00,room_3,15.13,61.78,Rainy
2024-01-04 08:15:00,room_0,6.14,70.1,Humid
2024-01-04 08:30:00,room_4,7.59,89.28,Humid
2024-01-04 08:45:00,room_0,18.39,73.98,Rainy
2024-01-04 09:00:00,room_1,10.09,80.77,Rainy
2024-01-04 09:15:00,room_1,10.14,75.75,Windy
2024-01-04 09:30:00,room_1,17.44,66.65,Windy
2024-01-04 09:45:00,room_0,12.45,89.49,Sunny
2024-01-04 10:00:00,room_1,16.73,89.96,Rainy
2024-01-04 10:15:00,room_3,16.93,82.34,Cloudy
2024-01-04 10:30:00,room_2,16.62,63.16,Rainy
2024-01-04 10:45:00,room_4,6.32,83.47,Rainy
2024-01-04 11:00:00,room_0,10.61,83.85,Cloudy
2024-01-04 11:15:00,room_2,5.78,57.29,Rainy
2024-01-04 11:30:00,room_2,11.27,57.57,Cloudy
2024-01-04 11:45:00,room_0,11.02,41.15,Windy
2024-01-04 12:00:00,room_0,6.44,87.34,Rainy
2024-01-04 12:15:00,room_4,11.81,71.96,Cloudy
2024-01-04 12:30:00,room_2,8.58,40.05,Sunny
2024-01-04 12:45:00,room_2,13.03,58.93,Cloudy
2024-01-04 13:00:00,room_4,16.74,53.57,Cloudy
2024-01-04 13:15:00,room_4,5.25,56.02,Sunny
2024-01-04 13:30:00,room_0,13.77,48.25,Cloudy
2024-01-04 13:45:00,room_0,13.62,86.7,Sunny
2024-01-04 14:00:00,room_3,13.4,52.15,Rainy
2024-01-04 14:15:00,room_1,13.73,82.46,Cloudy
2024-01-04 14:30:00,room_2,14.51,78.18,Cloudy
2024-01-04 14:45:00,room_1,16.19,47.95,Windy
2024-01-04 15:00:00,room_1,5.38,56.54,Rainy
2024-01-04 15:15:00,room_2,15.6,86.97,Windy
2024-01-04 15:30:00,room_1,18.32,55.08,Windy
2024-01-04 15:45:00,room_2,10.77,57.26,Windy
2024-01-04 16:00:00,room_4,15.37,81.72,Cloudy
2024-01-04 16:15:00,room_4,8.64,69.02,Rainy
2024-01-04 16:30:00,room_1,6.07,68.92,Rainy
2024-01-04 16:45:00,room_0,19.57,65.23,Rainy
2024-01-04 17:00:00,room_3,13.2,66.54,Cloudy
2024-01-04 17:15:00,room_4,19.1,40.76,Humid
2024-01-04 17:30:00,room_2,12.23,76.3,Humid
2024-01-04 17:45:00,room_1,14.06,65.92,Sunny
2024-01-04 18:00:00,room_0,13.41,68.12,Rainy
2024-01-04 18:15:00,room_4,17.86,74.02,Rainy
2024-01-04 18:30:00,room_3,16.34,71.75,Sunny
2024-01-04 18:45:00,room_3,16.31,57.07,Windy
2024-01-04 19:00:00,room_1,15.04,73.95,Windy
2024-01-04 19:15:00,room_3,5.05,50.46,Cloudy
2024-01-04 19:30:00,room_3,6.49,66.71,Humid
2024-01-04 19:45:00,room_3,10.35,62.6,Rainy
2024-01-04 20:00:00,room_0,16.92,67.61,Sunny
2024-01-04 20:15:00,room_1,5.52,57.07,Cloudy
2024-01-04 20:30:00,room_0,8.78,79.66,Humid
2024-01-04 20:45:00,room_0,18.3,89.04,Cloudy
2024-01-04 21:00:00,room_4,5.31,59.95,Rainy
2024-01-04 21:15:00,room_4,8.77,89.78,Cloudy
2024-01-04 21:30:00,room_4,7.52,47.45,Rainy
2024-01-04 21:45:00,room_2,5.2,63.88,Sunny
2024-01-04 22:00:00,room_4,12.26,85.45,Humid
2024-01-04 22:15:00,room_0,6.81,49.04,Cloudy
2024-01-04 22:30:00,room_3,12.32,48.99,Sunny
2024-01-04 22:45:00,room_3,14.28,71.51,Cloudy
2024-01-04 23:00:00,room_3,6.24,71.93,Windy
2024-01-04 23:15:00,room_3,14.93,53.73,Sunny
2024-01-04 23:30:00,room_0,12.33,68.66,Rainy
2024-01-04 23:45:00,room_1,11.64,61.02,Cloudy
2024-01-05 00:00:00,room_0,13.16,45.32,Cloudy
2024-01-05 00:15:00,room_0,14.77,43.76,Windy
2024-01-05 00:30:00,room_0,14.53,66.24,Cloudy
2024-01-05 00:45:00,room_0,9.96,89.46,Sunny
2024-01-05 01:00:00,room_0,17.59,64.61,Sunny
2024-01-05 01:15:00,room_3,18.14,75.57,Rainy
2024-01-05 01:30:00,room_1,19.24,67.49,Sunny
2024-01-05 01:45:00,room_2,7.23,82.87,Cloudy
2024-01-05 02:00:00,room_0,10.97,47.01,Cloudy
2024-01-05 02:15:00,room_2,10.73,76.97,Rainy
2024-01-05 02:30:00,room_3,6.74,59.04,Windy
2024-01-05 02:45:00,room_0,11.45,87.97,Cloudy
2024-01-05 03:00:00,room_3,18.62,66.42,Humid
2024-01-05 03:15:00,room_1,6.09,46.11,Sunny
2024-01-05 03:30:00,room_0,5.9,48.05,Humid
2024-01-05 03:45:00,room_0,12.56,52.86,Humid
2024-01-05 04:00:00,room_4,15.8,76.32,Sunny
2024-01-05 04:15:00,room_3,5.91,57.24,Windy
2024-01-05 04:30:00,room_2,11.97,83.49,Windy
2024-01-05 04:45:00,room_2,13.09,58.52,Rainy
2024-01-05 05:00:00,room_3,13.89,84.32,Cloudy
2024-01-05 05:15:00,room_3,14.43,83.53,Rainy
2024-01-05 05:30:00,room_4,16.26,86.07,Windy
2024-01-05 05:45:00,room_4,19.66,81.67,Sunny
2024-01-05 06:00:00,room_4,16.41,75.81,Humid
2024-01-05 06:15:00,room_1,16.13,87.08,Humid
2024-01-05 06:30:00,room_2,13.1,82.66,Rainy
2024-01-05 06:45:00,room_1,8.26,42.15,Sunny
2024-01-05 07:00:00,room_2,9.74,50.7,Rainy
2024-01-05 07:15:00,room_1,5.37,70.59,Humid
2024-01-05 07:30:00,room_1,5.39,63.15,Sunny
2024-01-05 07:45:00,room_0,5.35,59.63,Windy
2024-01-05 08:00:00,room_2,10.06,62.33,Cloudy
2024-01-05 08:15:00,room_4,11.51,54.53,Sunny
2024-01-05 08:30:00,room_3,8.16,46.98,Sunny
2024-01-05 08:45:00,room_0,12.07,80.93,Cloudy
2024-01-05 09:00:00,room_0,7.89,80.46,Humid
2024-01-05 09:15:00,room_1,6.35,80.08,Cloudy
2024-01-05 09:30:00,room_3,19.35,74.26,Sunny
2024-01-05 09:45:00,room_4,16.5,42.65,Rainy
2024-01-05 10:00:00,room_4,19.0,82.15,Sunny
2024-01-05 10:15:00,room_4,18.34,65.78,Windy
2024-01-05 10:30:00,room_0,6.61,78.59,Humid
2024-01-05 10:45:00,room_0,9.54,75.1,Cloudy
2024-01-05 11:00:00,room_0,10.97,55.93,Windy
2024-01-05 11:15:00,room_3,6.9,45.0,Windy
2024-01-05 11:30:00,room_0,15.54,65.83,Sunny
2024-01-05 11:45:00,room_4,12.96,44.74,Windy
2024-01-05 12:00:00,room_3,18.5,88.71,Rainy
2024-01-05 12:15:00,room_1,6.28,47.61,Windy
2024-01-05 12:30:00,room_3,8.03,72.67,Sunny
2024-01-05 12:45:00,room_0,5.19,78.24,Windy
2024-01-05 13:00:00,room_4,11.16,72.24,Rainy
2024-01-05 13:15:00,room_3,19.88,81.57,Sunny
2024-01-05 13:30:00,room_2,12.09,51.76,Humid
2024-01-05 13:45:00,room_2,11.42,68.46,Cloudy
2024-01-05 14:00:00,room_3,9.38,49.29,Cloudy
2024-01-05 14:15:00,room_2,11.89,86.27,Humid
2024-01-05 14:30:00,room_4,17.52,72.0,Windy
2024-01-05 14:45:00,room_3,17.17,51.06,Humid
2024-01-05 15:00:00,room_2,6.33,71.32,Windy
2024-01-05 15:15:00,room_0,8.37,48.05,Cloudy
2024-01-05 15:30:00,room_3,16.09,41.51,Rainy
2024-01-05 15:45:00,room_0,18.23,57.65,Sunny
2024-01-05 16:00:00,room_3,16.94,80.54,Rainy
2024-01-05 16:15:00,room_0,14.31,87.3,Cloudy
2024-01-05 16:30:00,room_1,8.35,72.53,Windy
2024-01-05 16:45:00,room_3,7.26,75.89,Windy
2024-01-05 17:00:00,room_0,15.53,58.07,Humid
2024-01-05 17:15:00,room_2,15.3,71.45,Cloudy
2024-01-05 17:30:00,room_1,17.07,65.26,Rainy
2024-01-05 17:45:00,room_0,10.9,86.2,Humid
2024-01-05 18:00:00,room_0,11.52,67.38,Humid
2024-01-05 18:15:00,room_0,9.81,74.78,Windy
2024-01-05 18:30:00,room_3,5.8,81.42,Cloudy
2024-01-05 18:45:00,room_0,19.56,68.78,Sunny
2024-01-05 19:00:00,room_2,19.12,71.95,Cloudy
2024-01-05 19:15:00,room_2,18.97,53.71,Humid
2024-01-05 19:30:00,room_1,11.11,56.09,Humid
2024-01-05 19:45:00,room_0,15.39,86.64,Windy
2024-01-05 20:00:00,room_3,14.23,85.96,Cloudy
2024-01-05 20:15:00,room_2,12.31,54.74,Rainy
2024-01-05 20:30:00,room_0,15.56,63.19,Cloudy
2024-01-05 20:45:00,room_0,17.01,64.54,Rainy
